image_id,category,num_dominant_colors,color_entropy,hue_mean,saturation_mean,saturation_std,value_mean,value_std,lightness_contrast,hue_contrast,warm_color_ratio,color_harmony,edge_density,edge_orientation_entropy,glcm_contrast,glcm_energy,glcm_homogeneity,glcm_correlation,gray_mean,gray_std,gradient_energy,gray_entropy,symmetry,rule_of_thirds,center_offset_x,center_offset_y,whitespace_ratio,fg_bg_ratio,diagonal_energy_ratio,text_coverage,text_block_count,font_size_cv,has_text,saliency_mean,saliency_std,num_salient_regions,saliency_entropy,num_saliency_peaks,saliency_coverage
X_opencv_S100_R010,internal_opencv,2,0.4885998142378355,9.583599090576172,20.163352966308594,57.85090075805526,221.32319259643555,30.71448787043374,33.61677380498932,0.5925925925925926,0.8802680969238281,0.7777777777777778,0.009784698486328125,2.0222892285210934,3.672459603857023,0.8797688030089316,0.9848038441483218,0.9823976760444074,217.73991775512695,40.4997137955632,8.286712068825931,0.5064781904220581,0.8482560231421679,0.9078549662099584,-0.16611626980923644,-0.13342307425756694,0.6863441467285156,0.3474578857421875,1.0578236275001396,0.009784698486328125,8,0.8615562561373972,1,0.1347021460533142,0.17777109146118164,6,11.732911109924316,85,0.14110946655273438
X_opencv_S100_R011,internal_opencv,2,0.3906734007833345,7.2519378662109375,13.382987976074219,43.75863016395629,220.71454620361328,36.50208900913765,38.19183084800675,0.5925925925925926,0.907470703125,0.8333333333333334,0.00921630859375,2.0086495522388685,5.742277758383568,0.9052437835050923,0.9855159162917404,0.9747914629514461,218.89585494995117,42.35169129112157,10.16584460461377,0.48115015029907227,0.8756202994382345,0.8739626290047444,-0.11514164820767192,-0.051418914331351706,0.696929931640625,0.3512725830078125,1.2394254579600732,0.00921630859375,8,0.868863863065035,1,0.1588459461927414,0.19861051440238953,6,11.798051834106445,91,0.15118026733398438
X_opencv_S100_R012,internal_opencv,2,0.41464903025083344,6.4848480224609375,10.904022216796875,38.303668957413414,217.79537963867188,49.029150258675784,50.763185822999674,0.6666666666666666,0.91815185546875,0.9444444444444444,0.00872802734375,1.9986887421065362,9.347835805616693,0.9158044674747257,0.9860749182293681,0.9722220612726375,217.10484313964844,51.41199991333658,12.6460113430999,0.41958916187286377,0.8786310100360638,0.8443183822173137,-0.028081542913359292,-0.01597632085538403,0.7130813598632812,0.3612823486328125,0.991916881152217,0.00872802734375,8,0.8744230005429191,1,0.16223298013210297,0.19825954735279083,6,11.814627647399902,47,0.1538543701171875
X_opencv_S100_R013,internal_opencv,1,0.550661066518164,7.748050689697266,15.882160186767578,48.85775518209414,229.45745849609375,9.127904054061503,16.36230427062278,0.6666666666666666,0.89654541015625,0.8333333333333334,0.0095367431640625,2.0114139018595383,1.4529050461459927,0.8936248431556735,0.9856810677470904,0.9799282374260341,224.57452392578125,23.448788793439,5.003643289341577,0.6400590538978577,0.8764360258260503,0.9229457259327135,-0.18220039351743955,-0.17630555324678154,0.68603515625,0.30626678466796875,0.742846606766822,0.0095367431640625,8,0.8967394856921737,1,0.10319216549396515,0.15660510957241058,8,11.633893966674805,88,0.11584854125976562
X_opencv_S100_R014,internal_opencv,1,0.5098671676799198,7.440437316894531,12.067390441894531,40.72846169839224,228.56098556518555,11.61856475629372,22.834604292347784,0.6666666666666666,0.92449951171875,0.9444444444444444,0.008941650390625,2.0046622882080776,2.2477921776147385,0.9109636451112172,0.9864117145510902,0.9740630258904054,224.55475997924805,25.88329163318493,6.0710182056268405,0.547813892364502,0.8913601686883658,0.8760296295680181,-0.16963424719992048,-0.02324974595815188,0.7089309692382812,0.31728363037109375,1.125157789625358,0.008941650390625,8,0.9489163332985249,1,0.07807044684886932,0.12155643850564957,8,11.65633487701416,100,0.10200119018554688
X_opencv_S100_R015,internal_opencv,2,0.3595676772459265,6.858539581298828,12.021060943603516,40.85460257603046,221.78815841674805,34.374054541405634,35.9742712665531,0.5925925925925926,0.9141082763671875,0.7777777777777778,0.00897216796875,2.003225291362477,5.400530171327422,0.9129890027705309,0.9859944035817189,0.9730998984538257,220.1145782470703,40.00118361284843,9.802411855129446,0.3749147057533264,0.8531937966646183,0.8756968052781151,-0.10363486887116391,-0.06715878690131571,0.7069587707519531,0.3427276611328125,0.6604781273562986,0.00897216796875,10,0.9274847945827587,1,0.11511711031198502,0.1513676941394806,8,11.765083312988281,100,0.14237213134765625
X_opencv_S100_R016,internal_opencv,2,0.4948962967063122,9.2371826171875,19.582763671875,56.93201475751076,209.93025970458984,61.63656170413944,64.13456691619471,0.5925925925925926,0.8811569213867188,0.8333333333333334,0.009593963623046875,2.01752915167063,10.41236395270895,0.8803507926845108,0.984520389762376,0.9799324830203264,209.05349731445312,64.04241919680913,14.002584876941624,0.5417826175689697,0.7769221369755511,0.8853581414639685,-0.15425250699275084,-0.06301481109342688,0.6935882568359375,0.3506813049316406,1.7447017297450427,0.009593963623046875,8,0.8341694426829908,1,0.1546154022216797,0.1974814087152481,5,11.733154296875,48,0.16601181030273438
X_opencv_S100_R017,internal_opencv,1,0.46285958231339963,7.455310821533203,13.404518127441406,43.518901799977385,230.19020462036133,6.398987525313807,11.644367361156469,0.6666666666666666,0.9073333740234375,0.6666666666666667,0.00923919677734375,2.005272758778198,1.0801630016891122,0.9045046778826525,0.9863399293050392,0.9764612049445879,226.33517837524414,18.560938765204867,4.313968165440699,0.5701176524162292,0.8735892799710158,0.8994160755923558,-0.11528762202172593,-0.15059561261705923,0.7048225402832031,0.3438529968261719,0.9899905856045181,0.00923919677734375,12,0.9290338967404305,1,0.13570848107337952,0.1811254471540451,4,11.75505542755127,110,0.13686370849609375
X_opencv_S100_R018,internal_opencv,1,0.4645799882546144,5.679622650146484,11.355712890625,39.2877465985588,228.811279296875,11.010713320945912,16.135848957913623,0.4444444444444445,0.91778564453125,1.0,0.00876617431640625,2.001453733624276,1.6914878505498894,0.915177087000382,0.9867767463763231,0.9724515087575868,225.76126098632812,21.72732262855288,5.297000235143814,0.5067176222801208,0.8970939050845008,0.8469437321496388,0.0038195013177333426,0.05256580754607487,0.7135963439941406,0.3411140441894531,0.8997735971417716,0.00876617431640625,8,0.8947442203135809,1,0.12363261729478836,0.1615215241909027,6,11.768278121948242,102,0.14496994018554688
X_opencv_S100_R019,internal_opencv,1,0.600074504746602,9.058292388916016,15.895580291748047,49.06939706009915,223.65447235107422,25.75929705707795,38.43723872373866,0.6666666666666666,0.9172515869140625,0.8333333333333334,0.009490966796875,2.01380736080485,4.5371991958170295,0.8934623586795893,0.9850073956858787,0.9790212251795344,218.72512817382812,41.225748312154934,9.049908867467181,0.6376162767410278,0.8441351336351202,0.9024576863490373,-0.1123343742250349,-0.168180423301049,0.6973457336425781,0.3226814270019531,1.518466933050574,0.009490966796875,12,0.7992222950071604,1,0.14047876000404358,0.19632358849048615,6,11.667176246643066,100,0.14854049682617188
X_opencv_S100_R020,internal_opencv,2,0.4389018917269361,8.255001068115234,15.295570373535156,47.71308505029916,213.28757095336914,56.779546581783826,58.9173984972026,0.5925925925925926,0.897003173828125,0.7777777777777778,0.009490966796875,2.0158823365355554,10.18876092465275,0.8956301172807632,0.984647856571308,0.976914940095223,212.5166244506836,59.07771231472169,13.842514678429435,0.4524611532688141,0.7738109025613998,0.8698870629403027,-0.07847870180769823,-0.06784486293889969,0.6960334777832031,0.35222625732421875,1.3782446701726219,0.009490966796875,16,0.9500643840489568,1,0.18065285682678223,0.22427700459957123,6,11.774980545043945,51,0.17060089111328125
